job_id,title,job_domain,company_name,company_url,city,work_mode,employment_type,salary_min,salary_max,is_negotiable,benefits,skills_raw,skills_standardized,experience_min_years,experience_max_years,experience_level,posted_date,deadline_date,source,industry
509,business intelligence analyst,Other,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,https://careerviet.vn/vi/nha-tuyen-dung/ngan-hang-tmcp-viet-nam-thinh-vuong-vpbank.35A6CA10.html,Hà Nội,,Full-time,0,0,1,"['Cơ hội thăng tiến', 'Thưởng']","['python', 'sql']","['python', 'sql']",3,5,Middle,14/08/2025,2025-12-09 00:00:00,CareViet,['Consulting']
510,infrastructure architect,Architecture,Công ty TNHH Japfa Comfeed Việt Nam,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-japfa-comfeed-viet-nam.35A9BF5E.html,Đồng Nai,On-site,Full-time,9000000,15000000,0,[],[],[],1,2,Junior,14/08/2025,2025-12-09 00:00:00,CareViet,['IT/Software']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
513,data,Other,Wall Street English,https://careerviet.vn/vi/nha-tuyen-dung/wall-street-english.35A6A138.html,Hồ Chí Minh,,Full-time,30000000,40000000,0,[],"['python', 'sql', 'go']","['python', 'sql', 'go']",3,5,Middle,14/08/2025,2025-12-09 00:00:00,CareViet,['Other']
514,thiết bị mạng viễn thông,Other,Công Ty Cổ Phần Công Nghệ Mạng Viễn Thông C-LINK,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-cong-nghe-mang-vien-thong-c-link.35A76130.html,Hà Nội,,Full-time,10000000,20000000,0,"['Bảo hiểm', 'Đào tạo', 'Du lịch', 'Phụ cấp', 'Thưởng']",[],[],2,10,Middle,14/08/2025,2025-12-09 00:00:00,CareViet,['Other']
515,cao cấp quản trị rủi ro hoạt động hệ thống,Other,CÔNG TY CỔ PHẦN KINH DOANH F88,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-kinh-doanh-f88.35A89F54.html,Hà Nội,,Full-time,0,0,1,[],[],[],2,5,Middle,14/08/2025,2025-12-09 00:00:00,CareViet,['Other']
516,thiết bị mạng viễn thông,Other,Công Ty Cổ Phần Công Nghệ Mạng Viễn Thông C-LINK,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-cong-nghe-mang-vien-thong-c-link.35A76130.html,Hà Nội,,Full-time,10000000,20000000,0,"['Bảo hiểm', 'Đào tạo', 'Du lịch', 'Phụ cấp', 'Thưởng']",[],[],2,10,Middle,14/08/2025,2025-12-09 00:00:00,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
518,center supervisor coding courses cityland,Other,Wall Street English,https://careerviet.vn/vi/nha-tuyen-dung/wall-street-english.35A6A138.html,Hồ Chí Minh,,Full-time,0,0,1,['Đào tạo'],['go'],['go'],3,5,Middle,14/08/2025,2025-01-08 00:00:00,CareViet,['IT/Software']
519,system administrator,Other,"Un-Available LTD Co.,",https://careerviet.vn/vi/nha-tuyen-dung/un-available-ltd-co.35A572DD.html,Hồ Chí Minh,Remote,Full-time,0,0,1,"['Đào tạo', 'Work from home']",[],[],1,3,Junior,14/08/2025,24/08/2025,CareViet,['IT Support']
520,phó tổng công nghệ,Other,Công ty Cổ phần Tập đoàn Meey Land,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tap-doan-meey-land.35A8A1C3.html,Hà Nội,,Full-time,0,0,1,[],"['python', 'java', 'c++', 'javascript']","['python', 'java', 'c++', 'javascript']",10,25,Lead/Manager,14/08/2025,25/08/2025,CareViet,['Other']
521,it,Other,Công ty TNHH Sao Vàng,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-sao-vang.35A9AD6D.html,Hải Phòng,On-site,Full-time,8000000,13000000,0,['Đào tạo'],[],[],0,0,Intern,14/08/2025,24/08/2025,CareViet,['IT/Software']
522,data engineer,Data,CÔNG TY CỔ PHẦN THƯƠNG MẠI & DỊCH VỤ MEDLATEC GROUP,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-thuong-mai-dich-vu-medlatec-group.35A76F5E.html,Hà Nội,,Full-time,35000000,45000000,0,[],[],[],3,10,Middle,14/08/2025,23/08/2025,CareViet,['IT/Software']
523,business analyst,BA/PM/PO,AA Corporation,https://careerviet.vn/vi/nha-tuyen-dung/aa-corporation.35A4EDE4.html,Hồ Chí Minh,,Full-time,0,0,1,[],[],[],2,3,Middle,14/08/2025,24/08/2025,CareViet,['Consulting']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
525,business analyst,BA/PM/PO,BETRIMEX - Công Ty Cổ Phần Xuất Nhập Khẩu Bến Tre,https://careerviet.vn/vi/nha-tuyen-dung/betrimex-cong-ty-co-phan-xuat-nhap-khau-ben-tre.35A65C77.html,Hồ Chí Minh,,Full-time,0,0,1,[],[],[],5,6,Senior,14/08/2025,24/08/2025,CareViet,['Consulting']
526,business analyst,BA/PM/PO,BETRIMEX - Công Ty Cổ Phần Xuất Nhập Khẩu Bến Tre,https://careerviet.vn/vi/nha-tuyen-dung/betrimex-cong-ty-co-phan-xuat-nhap-khau-ben-tre.35A65C77.html,Hồ Chí Minh,,Full-time,0,0,1,['Đào tạo'],"['sql', 'go']","['sql', 'go']",5,6,Senior,14/08/2025,24/08/2025,CareViet,['Consulting']
527,ai engineer,AI/ML,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,https://careerviet.vn/vi/nha-tuyen-dung/ngan-hang-tmcp-viet-nam-thinh-vuong-vpbank.35A6CA10.html,Hà Nội,,Full-time,0,0,1,[],"['python', 'go']","['python', 'go']",1,1,Junior,14/08/2025,22/08/2025,CareViet,['IT/Software']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
529,android developer,Mobile,Concung.com - Con Cung Joint Stock Company,https://careerviet.vn/vi/nha-tuyen-dung/concung-com-con-cung-joint-stock-company.35A70491.html,Hồ Chí Minh,,Full-time,0,0,1,[],['java'],['java'],3,5,Middle,14/08/2025,31/08/2025,CareViet,['IT/Software']
530,business analyst,BA/PM/PO,CÔNG TY TNHH BOHO DECOR,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-boho-decor.35A8077E.html,Hồ Chí Minh,,Full-time,0,0,1,['Đào tạo'],['sql'],['sql'],4,5,Senior,14/08/2025,31/08/2025,CareViet,['Consulting']
531,of it is department,Other,Toyota Financial Services Vietnam,https://careerviet.vn/vi/nha-tuyen-dung/toyota-financial-services-vietnam.35A63CD8.html,Hồ Chí Minh,,Full-time,0,0,1,['Đào tạo'],[],[],17,20,Lead/Manager,13/08/2025,14/09/2025,CareViet,['IT/Software']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
535,sales it software open for,Other,CÔNG TY TNHH CARTRACK VIETNAM,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-cartrack-vietnam.35A9D18B.html,Hồ Chí Minh,On-site,Full-time,0,0,1,[],[],[],1,3,Junior,13/08/2025,2025-11-09 00:00:00,CareViet,['IT/Software']
536,thiết bị mạng viễn thông,Other,Công Ty Cổ Phần Công Nghệ Mạng Viễn Thông C-LINK,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-cong-nghe-mang-vien-thong-c-link.35A76130.html,Hà Nội,,Full-time,10000000,20000000,0,"['Bảo hiểm', 'Đào tạo', 'Du lịch', 'Phụ cấp', 'Thưởng']",[],[],2,10,Middle,13/08/2025,2025-11-09 00:00:00,CareViet,['Other']
537,full stack developer,Other,Công ty Cổ phần đầu tư phát triển máy Việt Nam,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-dau-tu-phat-trien-may-viet-nam.35A999B0.html,Hà Nội,,Full-time,20000000,30000000,0,['Đào tạo'],[],[],5,5,Senior,13/08/2025,2025-11-09 00:00:00,CareViet,['IT/Software']
538,data analytics supervisor,Other,Masan Consumer,https://careerviet.vn/vi/nha-tuyen-dung/masan-consumer.35A4FED8.html,Hồ Chí Minh,,Full-time,0,0,1,['Đào tạo'],[],[],3,5,Middle,13/08/2025,2025-11-09 00:00:00,CareViet,['Other']
539,it kĩ sư mis,Other,CÔNG TY TNHH CÔNG TRÌNH L & K VIỆT NAM,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-cong-trinh-l-k-viet-nam.35A9E84E.html,Hà Nội,,Full-time,0,0,1,[],[],[],3,8,Middle,13/08/2025,15/08/2025,CareViet,['IT/Software']
540,it,Other,CÔNG TY TNHH THƯƠNG MẠI TỔNG HỢP TUẤN VIỆT,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-thuong-mai-tong-hop-tuan-viet.35A8C55B.html,Đà Nẵng,,Full-time,10000000,15000000,0,[],[],[],1,2,Junior,13/08/2025,2025-01-08 00:00:00,CareViet,['IT/Software']
541,ie,Other,Công ty TNHH Midea Consumer Electric Vietnam,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-midea-consumer-electric-vietnam.35A51317.html,Bình Dương,,Full-time,8000000,12000000,0,[],[],[],3,3,Middle,13/08/2025,23/07/2025,CareViet,['Other']
542,business analyst,BA/PM/PO,GTEL ICT,https://careerviet.vn/vi/nha-tuyen-dung/gtel-ict.35A94372.html,Hà Nội,,Full-time,0,0,1,['Đào tạo'],[],[],3,3,Middle,13/08/2025,23/08/2025,CareViet,['Consulting']
543,security engineer,Security,GTEL ICT,https://careerviet.vn/vi/nha-tuyen-dung/gtel-ict.35A94372.html,Hà Nội,,Full-time,0,0,1,[],[],[],3,3,Middle,13/08/2025,23/08/2025,CareViet,['IT/Software']
544,quản trị cơ điện,Other,GTEL ICT,https://careerviet.vn/vi/nha-tuyen-dung/gtel-ict.35A94372.html,Hà Nội,,Full-time,0,0,1,[],[],[],5,5,Senior,13/08/2025,23/08/2025,CareViet,['Other']
545,cộng tác viên vận hành hệ thống,Other,GTEL ICT,https://careerviet.vn/vi/nha-tuyen-dung/gtel-ict.35A94372.html,Hà Nội,,Other,0,0,1,[],[],[],0,0,Intern,13/08/2025,31/08/2025,CareViet,['Other']
546,hệ thống vhht,Other,GTEL ICT,https://careerviet.vn/vi/nha-tuyen-dung/gtel-ict.35A94372.html,Hà Nội,,Full-time,0,0,1,[],[],[],3,5,Middle,13/08/2025,23/08/2025,CareViet,['Other']
547,điện nhẹ,Other,GTEL ICT,https://careerviet.vn/vi/nha-tuyen-dung/gtel-ict.35A94372.html,Hà Nội,On-site,Full-time,0,0,1,['Đào tạo'],[],[],2,2,Middle,13/08/2025,23/08/2025,CareViet,['Other']
548,it office factory division,Other,Công ty TNHH Charming Trim & Packaging (VN),https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-charming-trim-packaging-vn.35AA02AD.html,Bình Dương,,Full-time,0,0,1,[],['go'],['go'],2,5,Middle,13/08/2025,21/08/2025,CareViet,['IT/Software']
549,business analyst,BA/PM/PO,CÔNG TY TNHH GIẢI PHÁP VẬN HÀNH DOANH NGHIỆP OPERDO,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-fdi-finance.35A9C6E2.html,Hà Nội,,Full-time,15000000,20000000,0,['Đào tạo'],[],[],2,2,Middle,13/08/2025,2025-10-08 00:00:00,CareViet,['Consulting']
550,it vận hành hệ thống,Other,CÔNG TY TNHH GIẢI PHÁP VẬN HÀNH DOANH NGHIỆP OPERDO,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-fdi-finance.35A9C6E2.html,Hà Nội,,Full-time,13000000,17000000,0,[],[],[],2,2,Middle,13/08/2025,2025-10-08 00:00:00,CareViet,['IT/Software']
551,devops engineer,DevOps,CÔNG TY TNHH GIẢI PHÁP VẬN HÀNH DOANH NGHIỆP OPERDO,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-fdi-finance.35A9C6E2.html,Hà Nội,,Full-time,18000000,25000000,0,[],[],[],2,2,Middle,13/08/2025,2025-10-08 00:00:00,CareViet,['IT/Software']
552,hệ thống agv agv engineer,Other,Công ty Cổ phần Giải pháp Tự động hóa ETEK,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-giai-phap-tu-dong-hoa-etek.35A83292.html,Hà Nội,,Full-time,0,0,1,[],[],[],0,0,Intern,13/08/2025,23/08/2025,CareViet,['IT/Software']
553,business analyst,BA/PM/PO,EuP Group,https://careerviet.vn/vi/nha-tuyen-dung/eup-group.35A6AAF0.html,Hà Nội,,Full-time,10000000,15000000,0,['Đào tạo'],[],[],1,1,Junior,13/08/2025,23/08/2025,CareViet,['Consulting']
554,lập trình viên,Other,EuP Group,https://careerviet.vn/vi/nha-tuyen-dung/eup-group.35A6AAF0.html,Hà Nội,,Full-time,15000000,20000000,0,['Đào tạo'],[],[],1,1,Junior,13/08/2025,23/08/2025,CareViet,['Other']
555,data engineer,Data,Masan Consumer,https://careerviet.vn/vi/nha-tuyen-dung/masan-consumer.35A4FED8.html,Bình Dương,,Full-time,0,0,1,[],"['python', 'go']","['python', 'go']",2,5,Middle,13/08/2025,30/09/2025,CareViet,['IT/Software']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
569,voice engineer for da nang office,Other,"Trends & Technologies, Inc. Vietnam Co., Ltd",https://careerviet.vn/vi/nha-tuyen-dung/trends-technologies-inc-vietnam-co-ltd.35A786DC.html,Đà Nẵng,Remote,Full-time,0,0,1,['Work from home'],[],[],1,2,Junior,13/08/2025,2025-06-08 00:00:00,CareViet,['IT/Software']
570,voice engineer in ha noi office,Other,"Trends & Technologies, Inc. Vietnam Co., Ltd",https://careerviet.vn/vi/nha-tuyen-dung/trends-technologies-inc-vietnam-co-ltd.35A786DC.html,Hà Nội,Remote,Full-time,0,0,1,['Work from home'],[],[],1,2,Junior,13/08/2025,2025-04-09 00:00:00,CareViet,['IT/Software']
571,network engineer,Other,"Trends & Technologies, Inc. Vietnam Co., Ltd",https://careerviet.vn/vi/nha-tuyen-dung/trends-technologies-inc-vietnam-co-ltd.35A786DC.html,Hà Nội,,Full-time,0,0,1,[],[],[],1,2,Junior,13/08/2025,2025-03-09 00:00:00,CareViet,['IT/Software']
572,cctv network pa tell ..... technician for ha noi office,Other,"Trends & Technologies, Inc. Vietnam Co., Ltd",https://careerviet.vn/vi/nha-tuyen-dung/trends-technologies-inc-vietnam-co-ltd.35A786DC.html,Hà Nội,,Full-time,0,0,1,[],[],[],1,3,Junior,13/08/2025,2025-04-09 00:00:00,CareViet,['Other']
573,system administrator,Other,Tập Đoàn CT Group Việt Nam,https://careerviet.vn/vi/nha-tuyen-dung/tap-doan-ct-group-viet-nam.35A4FA58.html,Hồ Chí Minh,,Full-time,18000000,25000000,0,['Đào tạo'],[],[],5,10,Senior,13/08/2025,31/08/2025,CareViet,['IT Support']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
576,microsoft office product development,Other,Công ty CP IIG Việt Nam,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-cp-iig-viet-nam.35A640BD.html,Hà Nội,,Full-time,25000000,28000000,0,[],[],[],3,5,Middle,2025-12-08 00:00:00,2025-10-09 00:00:00,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
585,marketing,Other,Công ty TNHH Phát triển BĐS Novasky,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-phat-trien-bds-novasky.35AA0038.html,Hà Nội,,Full-time,8000000,13000000,0,"['Đào tạo', 'Du lịch', 'Phụ cấp', 'Thưởng']",[],[],1,2,Junior,2025-12-08 00:00:00,2025-10-09 00:00:00,CareViet,['Sales/Marketing']
586,system administrator,Other,Hệ thống Phòng khám 315,https://careerviet.vn/vi/nha-tuyen-dung/he-thong-phong-kham-315.35A97077.html,Hồ Chí Minh,,Full-time,0,0,1,['Đào tạo'],['go'],['go'],1,1,Junior,2025-12-08 00:00:00,2025-10-09 00:00:00,CareViet,['IT Support']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
588,network engineer,Other,Vietnamese-German University (VGU),https://careerviet.vn/vi/nha-tuyen-dung/vietnamese-german-university-vgu.35A6519A.html,Bình Dương,,Full-time,20000000,30000000,0,[],[],[],2,5,Middle,2025-12-08 00:00:00,31/08/2025,CareViet,['IT/Software']
589,kinh doanh kênh phân phối,Other,Công ty TNHH Acer Việt Nam,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-acer-viet-nam.35A89A0D.html,Hà Nội,,Full-time,0,0,1,[],[],[],3,3,Middle,2025-12-08 00:00:00,29/08/2025,CareViet,['Other']
590,it,Other,CÔNG TY TNHH CÔNG NGHIỆP MINDA VIỆT NAM,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-cong-nghiep-minda-viet-nam.35AA0689.html,Hồ Chí Minh,,Full-time,0,0,1,[],[],[],3,5,Middle,2025-12-08 00:00:00,31/08/2025,CareViet,['IT/Software']
591,be developer,Other,CÔNG TY CỔ PHẦN CÔNG NGHỆ NƯỚC - NĂNG LƯỢNG,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-thuong-mai-n-t-p.35A78440.html,Hồ Chí Minh,,Other,12000000,18000000,0,['Đào tạo'],"['c#', 'sql']","['c#', 'sql']",2,5,Middle,2025-12-08 00:00:00,2025-07-09 00:00:00,CareViet,['IT/Software']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
593,it it,Other,Công Ty Cổ Phần TEKCOM,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tekcom.35A55762.html,Bình Dương,,Full-time,0,0,1,[],[],[],1,3,Junior,2025-11-08 00:00:00,30/09/2025,CareViet,['IT/Software']
594,business analyst,BA/PM/PO,Công ty CP Đầu Tư TM và Phát Triển Công Nghệ FSI,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-cp-dau-tu-tm-va-phat-trien-cong-nghe-fsi.35A7E894.html,Hồ Chí Minh,,Full-time,16000000,20000000,0,['Đào tạo'],[],[],2,5,Middle,2025-11-08 00:00:00,2025-11-09 00:00:00,CareViet,['Consulting']
595,data analyst,Other,CÔNG TY TNHH VĨNH CARA DIAMOND JEWELRY,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-vinh-cara-diamond-jewelry.35A8244D.html,Hồ Chí Minh,,Full-time,0,0,1,[],[],[],0,0,Intern,2025-11-08 00:00:00,2025-12-09 00:00:00,CareViet,['Consulting']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
598,c++ developer,Other,Chương trình Học viện Công nghệ BKACAD,https://careerviet.vn/vi/nha-tuyen-dung/chuong-trinh-hoc-vien-cong-nghe-bkacad.35A8AC04.html,Hà Nội,,Other,0,0,1,[],"['c++', 'go']","['c++', 'go']",2,3,Middle,2025-11-08 00:00:00,2025-09-09 00:00:00,CareViet,['IT/Software']
599,trợ lý it project,Other,SAVA META TECHNOLOGY JOINT STOCK COMPANY,https://careerviet.vn/vi/nha-tuyen-dung/sava-meta-technology-joint-stock-company.35A9C15F.html,Hà Nội,,Full-time,25000000,40000000,0,[],['go'],['go'],3,3,Middle,2025-11-08 00:00:00,2025-09-09 00:00:00,CareViet,['IT/Software']
600,kinh doanh an ninh mạng cyber security,Security,CÔNG TY CỔ PHẦN TƯ VẤN VÀ DỊCH VỤ CÔNG NGHỆ ASIC,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tu-van-va-dich-vu-cong-nghe-asic.35AA0103.html,Hà Nội,,Full-time,26000000,39000000,0,"['Đào tạo', 'Du lịch', 'Phụ cấp', 'Thưởng']",['go'],['go'],1,2,Junior,2025-11-08 00:00:00,2025-09-09 00:00:00,CareViet,['IT/Software']
601,flutter developer,Mobile,Chương trình Học viện Công nghệ BKACAD,https://careerviet.vn/vi/nha-tuyen-dung/chuong-trinh-hoc-vien-cong-nghe-bkacad.35A8AC04.html,Hà Nội,,Full-time,0,0,1,[],[],[],2,3,Middle,2025-11-08 00:00:00,2025-09-09 00:00:00,CareViet,['IT/Software']
602,system administrator,Other,Công ty Trách nhiệm hữu hạn Khoa học kỹ thuật và Dịch vụ Genome,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-trach-nhiem-huu-han-khoa-hoc-ky-thuat-va-dich-vu-genome.35A9D29A.html,Hà Nội,,Full-time,0,0,1,"['Bảo hiểm', 'Đào tạo']",['sql'],['sql'],2,3,Middle,2025-11-08 00:00:00,2025-09-09 00:00:00,CareViet,['IT Support']
603,java developer,Other,Chương trình Học viện Công nghệ BKACAD,https://careerviet.vn/vi/nha-tuyen-dung/chuong-trinh-hoc-vien-cong-nghe-bkacad.35A8AC04.html,Hà Nội,,Full-time,0,0,1,[],"['java', 'sql']","['java', 'sql']",2,3,Middle,2025-11-08 00:00:00,2025-09-09 00:00:00,CareViet,['IT/Software']
604,system administrator,Other,CÔNG TY CỔ PHẦN CÔNG NGHIỆP WELDCOM,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-cong-nghiep-weldcom.35A84432.html,Hà Nội,,Full-time,15000000,20000000,0,['Đào tạo'],[],[],1,3,Junior,2025-11-08 00:00:00,2025-09-09 00:00:00,CareViet,['IT Support']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
606,thiết kế tại,Other,Công ty TNHH Phát triển BĐS Novasky,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-phat-trien-bds-novasky.35AA0038.html,Hải Phòng,,Full-time,8000000,12000000,0,['Đào tạo'],[],[],1,2,Junior,2025-11-08 00:00:00,2025-09-09 00:00:00,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
610,phát triển phần mềm,Other,Tập Đoàn An Phát Holdings,https://careerviet.vn/vi/nha-tuyen-dung/tap-doan-an-phat-holdings.35A81DCF.html,Hải Dương,,Full-time,10000000,13000000,0,"['Bảo hiểm', 'Đào tạo', 'Cơ hội thăng tiến', 'Thưởng']",[],[],1,2,Junior,2025-11-08 00:00:00,2025-09-09 00:00:00,CareViet,['Other']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
612,business analyst,BA/PM/PO,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-chung-khoan-asean.35A95F80.html,Hà Nội,,Full-time,0,0,1,[],[],[],2,2,Middle,2025-11-08 00:00:00,2025-09-09 00:00:00,CareViet,['Consulting']
613,security engineer,Security,Ngân Hàng Thương Mại Cổ Phần Nam Á (Nam A Bank),https://careerviet.vn/vi/nha-tuyen-dung/ngan-hang-thuong-mai-co-phan-nam-a-nam-a-bank.35A9D406.html,Hồ Chí Minh,,Full-time,0,0,1,[],['go'],['go'],0,0,Intern,2025-11-08 00:00:00,2025-09-09 00:00:00,CareViet,['IT/Software']
614,triển khai,Other,Công Ty Cổ Phần Thương Mại Truyền Thông Tốc Độ (SpeedPos Vietnam),https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-thuong-mai-truyen-thong-toc-do-speedpos-vietnam.35A80F09.html,Hồ Chí Minh,,Full-time,8000000,13000000,0,[],[],[],1,2,Junior,2025-11-08 00:00:00,2025-09-09 00:00:00,CareViet,['Other']
615,automation optimization analyst,Other,Ahamove,https://careerviet.vn/vi/nha-tuyen-dung/ahamove.35A85070.html,Hồ Chí Minh,,Full-time,0,0,1,['Thưởng'],"['python', 'sql', 'go']","['python', 'sql', 'go']",3,5,Middle,2025-11-08 00:00:00,2025-09-09 00:00:00,CareViet,['Consulting']
616,operations analyst,Other,Ahamove,https://careerviet.vn/vi/nha-tuyen-dung/ahamove.35A85070.html,Hồ Chí Minh,,Full-time,0,0,1,[],"['python', 'sql', 'go']","['python', 'sql', 'go']",3,5,Middle,2025-11-08 00:00:00,2025-09-09 00:00:00,CareViet,['Consulting']
617,hcm giáo viên tin học,Other,Công ty CP IIG Việt Nam,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-cp-iig-viet-nam.35A640BD.html,Hồ Chí Minh,,Full-time,9000000,12000000,0,['Đào tạo'],[],[],2,2,Middle,2025-11-08 00:00:00,2025-09-09 00:00:00,CareViet,['Other']
618,giáo viên tin học,Other,CÔNG TY CỔ PHẦN GIÁO DỤC MAYA,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-giao-duc-maya.35A9E062.html,Hà Nội,,Full-time,0,0,1,['Đào tạo'],[],[],2,5,Middle,2025-11-08 00:00:00,2025-09-09 00:00:00,CareViet,['Other']
619,kế toán tổng hợp,Other,CÔNG TY CỔ PHẦN ONEFIN VIỆT NAM,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-onefin-viet-nam.35A9C732.html,Hồ Chí Minh,On-site,Full-time,18000000,20000000,0,[],[],[],3,3,Middle,2025-11-08 00:00:00,30/08/2025,CareViet,['Other']
620,engineer,Other,THERM-X SYSTEM VIỆT NAM TECHNOLOGY,https://careerviet.vn/vi/nha-tuyen-dung/therm-x-system-viet-nam-technology.35A637A8.html,Bình Dương,,Full-time,0,0,1,[],['go'],['go'],1,1,Junior,2025-10-08 00:00:00,30/08/2025,CareViet,['IT/Software']
621,ai engineer,AI/ML,Panasonic R&D Center Vietnam,https://careerviet.vn/vi/nha-tuyen-dung/panasonic-vietnam-group.35A69BF6.html,Hà Nội,,Full-time,0,0,1,[],[],[],3,5,Middle,2025-10-08 00:00:00,2025-08-09 00:00:00,CareViet,['IT/Software']
,,,,,,,,,,,,,,,,,,,CareViet,['Other']
623,tư vấn giải pháp attt presale security,Security,Công ty TNHH Viettel - CHT,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-tnhh-viettel-cht.35A87FE7.html,Hà Nội,,Full-time,0,0,1,[],['go'],['go'],3,3,Middle,2025-10-08 00:00:00,2025-08-09 00:00:00,CareViet,['IT/Software']
624,product designer thiết kế sản phẩm,Other,Công ty Cổ phần Tập đoàn Meey Land,https://careerviet.vn/vi/nha-tuyen-dung/cong-ty-co-phan-tap-doan-meey-land.35A8A1C3.html,Hà Nội,,Full-time,20000000,35000000,0,[],[],[],2,4,Middle,2025-10-08 00:00:00,2025-08-09 00:00:00,CareViet,['Other']
