Gia_tri,So_luong
"['online sales', 'direct sales', 'b2c', 'b2b', 'thương mại điện tử', 'tuổi 22 - 26']",1
"['giáo dục / đào tạo', 'mỹ thuật / nghệ thuật / điện ảnh', 'từ 24 tuổi trở lên']",1
"['thiết kế / kiến trúc', 'tiếng anh đọc hiểu']",1
"['direct sales', 'telesales', 'online sales', 'b2b', 'it - phần cứng và máy tính', 'it - phần mềm', 'tiếng anh giao tiếp cơ bản']",1
"['marketing / quảng cáo', 'thương mại điện tử']",1
"['it - phần mềm', 'nhân sự', 'tuổi 22 - 35']",1
"['direct sales', 'b2b', 'it - phần cứng và máy tính', 'it - phần mềm', 'có hỗ trợ data', 'tiếng trung giao tiếp thành thạo', 'tuổi 23 - 40']",1
"['sản xuất ', 'cơ khí / tự động hóa', 'ca hỗn hợp']",1
"['it - phần mềm', 'ngân hàng', 'tiếng nhật jlpt n3']",1
"['online sales', 'telesales', 'b2c', 'it - phần mềm', 'thương mại điện tử', 'nhà hàng / khách sạn']",1
"['telesales', 'direct sales', 'online sales', 'b2b', 'b2c', 'it - phần mềm', 'có hỗ trợ data', 'phát âm chuẩn', 'diễn đạt trôi chảy']",1
"['b2b', 'b2c', 'it - phần mềm']",1
"['it - phần cứng và máy tính', 'tiếng anh giao tiếp thành thạo']",1
"['it - phần cứng và máy tính', 'tuổi 25 - 40']",1
"['it - phần mềm', 'giáo dục / đào tạo', 'game', 'tuổi 25 - 32']",1
"['it - phần mềm', 'logistic / vận tải', 'marketing / quảng cáo', 'tiếng anh toeic 550', 'tuổi 26 - 28']",1
"['mỹ thuật / nghệ thuật / điện ảnh', 'thiết kế / kiến trúc', 'giáo dục / đào tạo', 'từ 20 tuổi trở lên']",1
"['direct sales', 'telesales', 'b2b', 'b2c', 'viễn thông', 'công nghệ kỹ thuật', 'it - phần mềm', 'giọng miền bắc', 'tuổi 24 - 35']",1
"['thương mại điện tử', 'tuổi 25 - 35']",1
"['telesales', 'b2c', 'it - phần mềm', 'thương mại điện tử', 'bán lẻ - hàng tiêu dùng - fmcg', 'diễn đạt trôi chảy']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'giáo dục / đào tạo', 'tuổi 23 - 35']",1
"['it - phần mềm', 'tài chính', 'chứng khoán']",1
['tuổi 20 - 35'],1
"['may mặc / thời trang', 'in ấn / xuất bản', 'thiết kế / kiến trúc']",1
['tuổi 25 - 38'],1
"['it - phần mềm', 'viễn thông', 'bưu chính']",1
['tuổi 29 - 35'],1
"['it - phần mềm', 'game', 'mỹ thuật / nghệ thuật / điện ảnh']",1
"['direct sales', 'b2b', 'tài chính', 'kế toán', 'marketing / quảng cáo', 'tuổi 22 - 30']",1
"['cơ khí / tự động hóa', 'công nghệ kỹ thuật']",1
"['it - phần mềm', 'bưu chính', 'tuổi 22 - 30']",1
"['it - phần mềm', 'it - phần cứng và máy tính', 'thương mại điện tử']",1
['du lịch'],1
"['it - phần cứng và máy tính', 'it - phần mềm', 'tiếng anh giao tiếp cơ bản', 'tuổi 25 - 45']",1
"['bảo hiểm', 'tài chính', 'ngân hàng', 'tuổi 24 - 30']",1
"['ngân hàng', 'tài chính', 'it - phần cứng và máy tính', 'tiếng anh toeic 650']",1
"['bất động sản', 'thiết kế / kiến trúc', 'mỹ thuật / nghệ thuật / điện ảnh']",1
"['thương mại điện tử', 'tuổi 22 - 40']",1
"['b2b', 'thương mại điện tử', 'it - phần mềm']",1
"['it - phần mềm', 'tuổi 20 - 28']",1
"['điện toán đám mây (cloud)', 'it - phần mềm', 'tuổi 23 - 35']",1
"['telesales', 'direct sales', 'b2b', 'b2c', 'thương mại điện tử', 'giọng miền bắc', 'giọng miền trung', 'giọng miền nam', 'phát âm chuẩn', 'diễn đạt trôi chảy', 'tuổi 20 - 30']",1
"['direct sales', 'b2c', 'tài chính', 'có hỗ trợ data']",1
['tuổi 18 - 24'],1
"['online sales', 'b2b', 'it - phần mềm', 'thương mại điện tử', 'công nghệ kỹ thuật', 'có hỗ trợ data', 'tuổi 21 - 45']",1
"['direct sales', 'telesales', 'b2b', 'b2c', 'it - phần cứng và máy tính', 'it - phần mềm', 'thương mại điện tử']",1
"['it - phần mềm', 'game', 'thương mại điện tử']",1
"['may mặc / thời trang', 'marketing / quảng cáo', 'thiết kế / kiến trúc']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'ngân hàng']",1
"['giáo dục / đào tạo', 'thiết kế / kiến trúc', 'in ấn / xuất bản']",1
"['direct sales', 'b2b', 'it - phần cứng và máy tính', 'marketing / quảng cáo']",1
"['it - phần mềm', 'chứng khoán']",1
"['thiết kế / kiến trúc', 'marketing / quảng cáo', 'tuổi 20 - 30']",1
"['it - phần mềm', 'game', 'marketing / quảng cáo']",1
"['chăm sóc sức khỏe / làm đẹp', 'thương mại điện tử', 'tuổi 22 - 40']",1
"['it - phần mềm', 'điện toán đám mây (cloud)', 'tiếng nhật jlpt n2']",1
"['it - phần cứng và máy tính', 'it - phần mềm', 'y tế / dược phẩm']",1
"['marketing / quảng cáo', 'thiết kế / kiến trúc', 'it - phần mềm']",1
"['it - phần mềm', 'tài chính', 'tiếng anh giao tiếp thành thạo']",1
"['direct sales', 'telesales', 'online sales', 'b2b', 'b2c', 'b2g', 'it - phần cứng và máy tính', 'it - phần mềm', 'thương mại điện tử', 'có hỗ trợ data']",1
"['game', 'tuổi 20 - 30']",1
['kế toán'],1
"['online sales', 'telesales', 'direct sales', 'b2c', 'có hỗ trợ data', 'diễn đạt trôi chảy', 'phát âm chuẩn']",1
"['marketing / quảng cáo', 'quan hệ công chúng']",1
"['nông lâm ngư nghiệp', 'it - phần mềm', 'tiếng anh ielts 6.5', 'tuổi 25 - 35']",1
"['telesales', 'online sales', 'b2b', 'b2c', 'it - phần mềm', 'có hỗ trợ data', 'diễn đạt trôi chảy']",1
"['nhà hàng / khách sạn', 'tiếng anh giao tiếp cơ bản', 'tuổi 24 - 30']",1
"['it - phần mềm', 'điện toán đám mây (cloud)', 'tuổi 23 - 35']",1
"['marketing / quảng cáo', 'giáo dục / đào tạo']",1
"['online sales', 'telesales', 'direct sales', 'b2b', 'it - phần mềm', 'tuổi 20 - 35']",1
"['it - phần mềm', 'tiếng anh toeic 750', 'tiếng anh giao tiếp cơ bản']",1
"['it - phần mềm', 'điện toán đám mây (cloud)', 'marketing / quảng cáo']",1
"['telesales', 'direct sales', 'b2c', 'b2b', 'bất động sản', 'marketing / quảng cáo', 'quan hệ công chúng', 'có hỗ trợ data', 'diễn đạt trôi chảy', 'tuổi 18 - 35']",1
"['it - phần mềm', 'tuổi 25 - 42']",1
