title,company,location,salary,deadline,description,requirements,benefits,url,posted_date,industry,job_field,min_experience,education_level,age_requirement,headcount,job_level,skills,language,nationality,gender,marital_status,work_type
Chuyên Viên Phát Triển Cộng Đồng,Tập Đoàn Ecopark,"Nghệ An, Hưng Yên, Hà Nội",Thương lượng,2025-08-29,"Mô tả công việc  Tham gia xây dựng chiến lược/chính sách thu hút/hỗ trợ các nhãn hàng hấp dẫn và phù hợp theo từng thời điểm.  Tư vấn và tiếp cận khách hàng có nhu cầu thuê mặt bằng như: F&B, bán lẻ, showroom, siêu thị, chuỗi dịch vụ...  Phối hợp với phòng pháp lý và vận hành để hoàn thiện quy trình ký kết hợp đồng, bàn giao mặt bằng và cấp phép thi công.  Duy trì quan hệ với khách hàng thuê, tiếp nhận phản hồi và phối hợp với các bộ phận nội bộ để xử lý phát sinh.  Phối hợp cùng các bộ phận, phòng ban triển khai tổ chức các sự kiện nhằm quảng bá thương hiệu, giới thiệu dịch vụ, thu hút khách hàng tiềm năng và tăng độ nhận diện trên thị trường  Thực hiện các công việc khác theo phân công của bộ phận","Yêu cầu công việc  Tốt nghiệp Cao đẳng/Đại học các chuyên ngành: Quản trị kinh doanh, Marketing, Bất động sản, Thương mại, Kinh tế,...  Tối thiểu 1–2 năm kinh nghiệm ở vị trí kinh doanh dịch vụ, cho thuê mặt bằng thương mại tại tòa nhà, trung tâm thương mại hoặc khu đô thị.  Hiểu biết về thị trường bán lẻ, mô hình thuê – cho thuê mặt bằng, các điều kiện thi công và vận hành cơ bản.","Các phúc lợi dành cho bạn Thưởng Thưởng vào dịp lễ, tết Chăm sóc sức khoẻ Hưởng đầy đủ chế độ bảo hiểm và phúc lợi theo quy định của công ty/chủ đầu tư Xe đưa đón Xe bus đưa đón CBNV Tập đoàn Khác Thu nhập hấp dẫn theo năng lực và hiệu quả cho thuê Môi trường làm việc chuyên nghiệp, hiện đại Cơ hội thăng tiến rõ ràng trong lĩnh vực quản lý – phát triển bất động sản thương mại",https://www.vietnamworks.com/chuyen-vien-phat-trien-cong-djong-1940365-jv?source=searchResults&searchType=2&placement=1940565&sortBy=date,30/07/2025,Bất Động Sản/Cho thuê,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,1,Cử nhân,Không hiển thị,Không hiển thị,Nhân viên,"Quản Trị Kinh Doanh, Bất Động Sản, Môi Giới Cho Thuê, Phát Triển Kinh Doanh, Tìm Kiếm Khách Hàng",Tiếng Việt,Không hiển thị,Không hiển thị,Không hiển thị,Toàn thời gian
Trợ Lý Kỹ Thuật Cho Dự Án,Công Ty Cổ Phần Công Nghệ Thiết Bị Tân Phát,Hà Nội,Thương lượng,2025-08-29,"Mô tả công việc - Tham gia quản lý các dự án, hỗ trợ quản lý các công việc điều phối sắp xếp các cuộc họp với Khách hàng và Nhà cung cấp. - Tham gia các chuyến công tác trong và ngoài nước theo yêu cầu công việc. - Tổng hợp, phân tích số liệu và chuẩn bị các báo cáo kỹ thuật, báo cáo tiến độ, lập biên bản các cuộc họp. - Dịch thuật tài liệu kỹ thuật và tham gia phiên dịch khi cần. - Thực hiện các nhiệm vụ khác theo chỉ đạo của cấp trên.","Yêu cầu công việc - Nam, tuổi từ 25–35. - Tốt nghiệp Đại học chuyên ngành Kỹ thuật (Điện, Cơ khí, Tự động hóa, CNTT, hoặc tương đương). - Tiếng Anh thành thạo 4 kỹ năng: Nghe – Nói – Đọc – Viết. - Ưu tiên ứng viên có kinh nghiệm làm việc trong lĩnh vực kỹ thuật hoặc trợ lý kỹ thuật. - Có khả năng đi công tác dài ngày, linh hoạt về thời gian và địa điểm làm việc. - Kỹ năng giao tiếp tốt, xử lý tình huống linh hoạt, tư duy logic và chủ động trong công việc. QUYỀN LỢI - Mức lương thỏa thuận theo năng lực và kinh nghiệm.","Các phúc lợi dành cho bạn Thưởng Mức lương thỏa thuận theo năng lực và kinh nghiệm Chăm sóc sức khoẻ Được hưởng các chế độ BHYT, BHXH, BHTN Đào tạo Được tham dự các khóa đào tạo, hội thảo liên quan đến chuyên ngành",https://www.vietnamworks.com/tro-ly-ky-thuat-cho-du-an-1940317-jv?source=searchResults&searchType=2&placement=1940517&sortBy=date,30/07/2025,Cơ khí/Máy móc/Thiết bị công nghiệp,Kinh Doanh > Bán Hàng Kỹ Thuật,Không yêu cầu,Cử nhân,25-35,Không hiển thị,Nhân viên,"Cơ Khí, Kĩ Thuật Cơ Khí, Tiếng Anh, Xử Lý Tình Huống",Bất kỳ,Không hiển thị,Nam,Không hiển thị,Toàn thời gian
Bán Hàng Showroom Cao Cấp Tại Rosada (LCB 8Tr -12Tr + Thưởng KPI + Thưởng Doanh Số),Công ty TNHH Đầu tư thương mại ADA Việt Nam,Hà Nội,8tr-30tr ₫/tháng,2025-08-29,"Mô tả công việc Rosada tự hào là nhà phân phối tiên phong giới thiệu những thương hiệu pha lê hàng đầu thế giới từ năm 1989. Niềm đam mê của chúng tôi bắt nguồn từ vẻ đẹp của pha lê thủ công truyền thống, được gìn giữ và thổi hồn hiện đại bởi người sáng lập.Chúng tôi đang tìm kiếm những tài năng bán hàng tại Showroom để tư vấn và kết nối khách hàng với các thương hiệu danh tiếng như Waterford, Rogaska, Orrefors, IVV, Baobab, Michael Aram, Chilewich... Công việc chính: • Chăm sóc, tư vấn khách hàng lựa chọn sản phẩm. • Thể hiện thái độ tích cực, nhiệt huyết và chuyên nghiệp trong quá trình làm việc. • Sử dụng kỹ năng bán hàng, kỹ năng giao tiếp (cả nói và viết), sự tỉ mỉ và tin cậy để khuyến khích khách hàng sử dụng sản phẩm/dịch vụ của showroom. • Tư vấn cho khách hàng, giúp họ lựa chọn sản phẩm phù hợp nhất với nhu cầu của bản thân. • Hỗ trợ các chiến lược marketing của showroom. • Hỗ trợ sắp xếp các sản phẩm trong showroom theo tiêu chuẩn trưng bày. • Phối hợp với nhân viên bán hàng và cộng tác viên bán hàng khác để cung cấp dịch vụ tốt nhất cho khách hàng. • Tìm kiếm và xây dựng quan hệ lâu dài với khách hàng tiềm năng. • Áp dụng công nghệ thông tin vào việc xử lý và theo dõi đơn hàng cũng như cung cấp dịch vụ chăm sóc khách hàng sau khi bán. • Đảm bảo showroom luôn trong tình trạng sạch sẽ, gọn gàng. • Thực hiện các công việc khác theo sự chỉ đạo của cấp trên.",,"Các phúc lợi dành cho bạn Thưởng Mức thu nhập cạnh tranh: Lương cứng + Thưởng KPI + Thưởng doanh số Thưởng theo kết quả kinh doanh của Công ty. Thưởng lễ, tết. Chăm sóc sức khoẻ Được tham gia BHXH và hưởng các chế độ phúc lợi hấp dẫn Đào tạo Được tạo điều kiện đi học các khóa đào tạo nâng cao chuyên môn. Hoạt động nhóm Các hoạt động team building, company trip 1 năm /2 lần Khác Có cơ hội thăng tiến cao trong công việc",https://www.vietnamworks.com/ban-hang-showroom-cao-cap-tai-rosada-lcb-8tr-12tr-thuong-kpi-thuong-doanh-so-1940145-jv?source=searchResults&searchType=2&placement=1940345&sortBy=date,30/07/2025,Hàng tiêu dùng,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,2,Không giới hạn,Không hiển thị,Không hiển thị,Nhân viên,"Bán Hàng Cao Cấp, Chăm Sóc Khách Hàng, Quản Lý Showroom, Tìm Kiếm Khách Hàng, Tư Vấn Sản Phẩm",Tiếng Việt,Không hiển thị,Không hiển thị,Không hiển thị,Toàn thời gian
Chuyên Viên Kinh Doanh- Tại Hải Phòng,Công Ty TNHH Standard Units Supply Việt Nam,,Tới $ 700 /tháng,2025-09-12,"Mô tả công việc Phát triển thị trường, tìm kiếm và chăm sóc khách hàng trong lĩnh vực nhôm định hình và máy móc thiết bị tự động. To develop the market, seek and take care of clients in the field of aluminum profiles and automation equipment. • Tìm kiếm, xây dựng mối quan hệ khách hàng mới tại Hải Phòng và các tỉnh khác được phân bổ. Search & build a relationship with new customers in Hai Phong and in other areas as assignment. • Tư vấn và bán hàng các sản phẩm nhôm định hình, phụ kiện và thiết bị tự động hóa. Consult and sell aluminum profile products, accessories, and automation equipment. • Phối hợp với bộ phận thiết kế tư vấn giải pháp cho khách hàng. Coordinate with Design team to propose solutions. • Chăm sóc khách hàng hiện tại, tiếp nhận phản hồi. Take care of existing clients and handle feedback. • Phối hợp nội bộ phòng kinh doanh để đạt KPI cá nhân và mục tiêu doanh thu nhóm. Collaborate with other sales members to achieve personal KPI & Sales target of team.",Yêu cầu công việc,"Các phúc lợi dành cho bạn Thưởng - Bonus yearly- 13th month (last year 3.9-month salary) & bonus holidays - Pay Social Insurance by full salary; Inssurrance for labor accident 24/7 - Paid Leaves by Labor law. Căn-tin Promotion salary (based on yearly Evaluation); Overtime payment (if have) Khác - Other allowances: Lunch, transportation, deligence, phone (for sales) - Yearly Family day & Company trip",https://www.vietnamworks.com/chuyen-vien-kinh-doanh-tai-hai-phong-1932640-jv?source=searchResults&searchType=2&placement=1932840&sortBy=date,13/08/2025,Sản xuất,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Không yêu cầu,Cử nhân,,1,Nhân viên,"Sales Development, Kinh Doanh, Business Case Development, B2B Sales, Sales Engineering",Tiếng Anh,Người Việt Nam,Bất kỳ,Bất kỳ,Toàn thời gian
Sales Leader - Logistics,K PLUS SUPPLY CHAIN MANAGEMENT COMPANY LIMITED,Hồ Chí Minh,Thương lượng,2025-09-12,"Mô tả công việc We are seeking a dynamic and experienced Sales leader to lead our sales team. The person in this role will be responsible for developing sales team, managing relationships with existing and new clients, and ensuring sales targets are met. Key Responsibilities: • Develop, implement, and oversee sales strategies to achieve and exceed targets in the logistics sector (transportation, freight forwarding, etc.). • Lead and manage the sales team: assign tasks, coach, train sales skills, and provide product/service knowledge. • Identify, approach, and maintain relationships with both potential and existing customers (domestic and international businesses). • Conduct market research, analyze competitors, and propose solutions to strengthen competitive advantages. • Collaborate with Operations, Customer Service, and Marketing teams to ensure smooth execution of delivery, warehousing, and transportation services as committed. • Prepare regular business reports, analyze KPIs, and propose action plans for improvement. • Report directly to Sales Manager/ CEO.",,"Các phúc lợi dành cho bạn Thưởng Competitive salary, allowances, and attractive bonuses. High incentive schemes Chăm sóc sức khoẻ Social insurance and welfare benefits. Đào tạo Career advancement and professional development opportunities. Khác Opportunity to work in a dynamic and challenging environment.",https://www.vietnamworks.com/sales-leader-logistics-1945925-jv?source=searchResults&searchType=2&placement=1946125&sortBy=date,13/08/2025,Hậu cần/Giao nhận,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,5,Cử nhân,Không hiển thị,Không hiển thị,Nhân viên,"Logistics Services, Trucking & Customs Clearance, FCL – LCL export shipments, Sales, International Transport",Tiếng Anh,Không hiển thị,Không hiển thị,Không hiển thị,Toàn thời gian
Chuyên Viên Kinh Doanh Giải Pháp Smart HOME và IoT,Công Ty Cổ Phần Công Nghệ Công Nghiệp Bưu Chính Viễn Thông - VNPT Technology,Hà Nội,Thương lượng,2025-09-12,"Mô tả công việc MÔ TẢ CÔNG VIỆC - Quản lý, phát triển kinh doanh sản phẩm Smarthome & IoT, phụ trách bán hàng, tư vấn các sản phẩm giải pháp Smarthome và IoT, hoàn thành số KPI hàng tháng, hàng quý, hàng năm. - Phát triển mới, quản lý, chăm sóc và duy trình kênh đại lý, nhà phân phối hoặc dự án trong khu vực. - Xây dựng các chính sách bán hàng, khuyến mãi và bảo hành, thi đua thúc đẩy đại lý sell in, sell out. - Training giới thiệu sản phẩm, tư vấn bán hàng, tìm hiểu phân tích thị trường, đối thủ để đưa ra đề xuất kinh doanh. - Phối hợp bộ phận Marketing tăng hình ảnh nhận diện thương hiệu tại khu vực.","Yêu cầu công việc YÊU CẦU CÔNG VIỆC - Tốt nghiệp Đại học chuyên ngành Kinh doanh, Công nghệ thông tin, Viễn Thông, Điện tử, Tự động hóa - Có kinh nghiệm xây dựng mối quan hệ với đối tác, quản lý và phát triển nhóm kênh đối tác, - Đam mê kinh doanh, có tinh thần trách nhiệm cao - Giao tiếp tốt, nhanh nhẹn, sáng tạo trong kinh doanh, năng động, có kỹ năng làm việc nhóm.","Các phúc lợi dành cho bạn Thưởng Mức lương thưởng hấp dẫn theo năng lực, lương tháng 13... Đào tạo Được làm việc tại môi trường hiện đại, chuyên nghiệp, năng động, sáng tạo Căn-tin Được ăn trưa Free tại Căng - tin Công ty",https://www.vietnamworks.com/chuyen-vien-kinh-doanh-giai-phap-smart-home-va-iot-1932374-jv?source=searchResults&searchType=2&placement=1932574&sortBy=date,13/08/2025,Điện/Điện tử,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,1,Cử nhân,Không hiển thị,Không hiển thị,Nhân viên,"Kinh Doanh, Công Nghệ Thông Tin, Viễn Thông, Điện Tử, Tư Vấn Giải Pháp",Bất kỳ,Không hiển thị,Không hiển thị,Không hiển thị,Toàn thời gian
[Tuyển Gấp] Nhân Viên Kinh Doanh Bán Hàng - Lương Upto 20M,CÔNG TY TNHH PHỤ TÙNG Ô TÔ LIOHO VIỆT NAM,,13tr-20tr ₫/tháng,2025-09-12,"Mô tả công việc CÔNG TY TNHH PHỤ TÙNG Ô TÔ LIOHO VIỆT NAM (VLAP) được đầu tư bởi Công ty Cổ phần Cơ khí Lioho Đài Loan, thành lập vào tháng 12 năm 2023 với tổng vốn đầu tư 60 triệu USD. Có trụ sở tại Lô V1-2-3, KCN Thăng Long 2, Phường Đường Hào, Hưng Yên, Việt Nam, với diện tích 100.000 mét vuông. Sau khi đi vào sản xuất, doanh thu hàng năm dự kiến đạt 1.725 nghìn tỷ VNĐ. Chuyên sản xuất và cung cấp các linh kiện kim loại chất lượng cao cho ngành ô tô, máy nông nghiệp và công nghiệp nặng. VLAP hướng đến phục vụ toàn cầu, với các khách hàng chính gồm General Motors, Ford, Cummins, Volvo và John Deere... Các khách hàng phân bố tại Mỹ, châu Âu, Nhật Bản, Trung Quốc và nhiều quốc gia khác. Chúng tôi đang tìm kiếm một Nhân Viên Kinh Doanh Bán Hàng nhiệt tình và năng động để gia nhập CÔNG TY TNHH PHỤ TÙNG Ô TÔ LIOHO VIỆT NAM. Ứng viên sẽ chịu trách nhiệm tìm kiếm khách hàng mới, duy trì các mối quan hệ với khách hàng hiện tại và thực hiện tất cả các bước cần thiết để phát triển doanh số bán hàng. Công ty sẽ tạo điều kiện và cơ hội phát triển nghề nghiệp rộng mở cho bạn. Mô tả công việc: • Tìm kiếm và phát triển khách hàng mới để mở rộng thị trường. • Duy trì và chăm sóc khách hàng cũ để đảm bảo sự hài lòng của khách hàng.",,Các phúc lợi dành cho bạn Thưởng Mức lương cạnh tranh và thưởng theo hiệu suất. Chăm sóc sức khoẻ Bảo hiểm xã hội và chăm sóc sức khỏe đầy đủ. Đào tạo Được đào tạo và phát triển nghề nghiệp liên tục. Cơ hội tham gia các khóa đào tạo chuyên môn. Hoạt động nhóm Các hoạt động tập thể và sự kiện công ty thường xuyên. Khác Môi trường làm việc năng động và thân thiện.,https://www.vietnamworks.com/tuyen-gap-nhan-vien-kinh-doanh-ban-hang-luong-upto-20m-1933222-jv?source=searchResults&searchType=2&placement=1933422&sortBy=date,13/08/2025,Cơ khí/Máy móc/Thiết bị công nghiệp,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Không yêu cầu,Cử nhân,Không hiển thị,Không hiển thị,Nhân viên,,Tiếng Việt,Không hiển thị,Không hiển thị,Không hiển thị,Toàn thời gian
Field Sales Manager (Freight Forwarding),CÔNG TY TNHH DP WORLD VIETNAM,Hồ Chí Minh,Thương lượng,2025-09-12,"Mô tả công việc The Field Sales Manager is responsible for developing new business, retaining existing clients, and growing revenue across all freight forwarding services, including air, sea, and cross-border logistics. This role involves direct engagement with customers, overseeing sales pipelines, and implementing strategies to meet business growth targets. Key Accountabilities • Develop and execute a robust sales plan focused on acquiring new clients and expanding services with current clients. • Identify business opportunities across import/export freight services, customs clearance, and warehousing, and monitor competitor activity and market trends. • Build and maintain relationships with key customers, decision-makers, and local stakeholders. • Act as an escalation point for complex customer service issues and ensure client satisfaction by collaborating with operations and customer service teams to ensure smooth delivery of solutions. • Provide weekly and monthly sales reports, including revenue forecasts and pipeline status. • Track team and individual sales performance using CRM tools and prepare business review presentations for internal and client-facing meetings.","Yêu cầu công việc Qualifications, Skills and Experience:","Các phúc lợi dành cho bạn Thưởng STI Bonus Scheme Chăm sóc sức khoẻ Premium Healthcare & Annual Check-up for Employee Giải thưởng Reward & Regconition Program Máy tính xách tay New, modern developer laptop, large monitor (if required), and headset Hoạt động nhóm Company Trip & Monthly Appreciation Khác Hybrid working opportunities supported,Taxi Account, Carpool booking for convenient business travels",https://www.vietnamworks.com/field-sales-manager-freight-forwarding-1945967-jv?source=searchResults&searchType=2&placement=1946167&sortBy=date,13/08/2025,Hậu cần/Giao nhận,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,5,Cử nhân,15-60,1,Nhân viên,"Communication Skills, Customs Procedures, Freight Forwarding Sales, International Logistics, Trade Compliance",Bất kỳ,Không giới hạn,Bất kỳ,Bất kỳ,Toàn thời gian
Nhân Viên Kinh Doanh/ Sales Thu Nhập Không Giới Hạn,CÔNG TY TNHH MICE & RICE EXPRESS,Hồ Chí Minh,10tr-20tr ₫/tháng,2025-09-12,"Mô tả công việc • Chủ động tìm kiếm tiếp cận khách hàng tiềm năng. • Bán cước chuyển phát nhanh Quốc tế dịch vụ DHL, FedEx, UPS, Aramex , Chuyên Tuyến .v.v… • Tư vấn giải pháp gửi hàng nước ngoài cho khách hàng trên nền tảng dịch vụ Công ty. • Gọi điện thoại liên hệ, đặt lịch hẹn với khách hàng. • Phối hợp với các thành viên trong Phòng, với các Phòng, Bộ phận khác trong Công ty để xử lý công việc. • Chăm sóc, giữ chân khách hàng, phối hợp với các Phòng có liên quan của Công ty để giải quyết thắc mắc, đề xuất của khách hàng (nếu có).","Yêu cầu công việc Yêu cầu: • Tối thiểu: Ít nhất 6 tháng - 1 năm kinh nghiệm trong lĩnh vực chuyển phát nhanh hoặc Logistics. • Thành thạo tin học văn phòng, giao tiếp cơ bản Tiếng Anh. • Ham học hỏi, trung thực, trách nhiệm, tự tin, có khả năng ăn nói, chịu áp lực, đeo bám mục tiêu. • Ưu tiên: Tốt nghiệp các chuyên ngành Logistics, kinh tế, quản trị kinh doanh hoặc các ngành có liên quan. Quyền lợi: • Lương căn bản: Từ 8-10 triệu (có thể thương lượng mức lương cao hơn tùy kinh nghiệm).","Các phúc lợi dành cho bạn Thưởng Thưởng doanh số lợi nhuận từ 10~30%, thu nhập không giới hạn Chăm sóc sức khoẻ BHXH, BHYT, BHTN theo quy định Nghỉ phép có lương Nghỉ phép theo quy định Công ty Giải thưởng Thưởng Lễ, Tết,... Căn-tin Trợ cấp ăn trưa",https://www.vietnamworks.com/nhan-vien-kinh-doanh-sales-thu-nhap-khong-gioi-han-1945787-jv?source=searchResults&searchType=2&placement=1945987&sortBy=date,13/08/2025,Hậu cần/Giao nhận,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,Không yêu cầu,Cao đẳng,Không hiển thị,5,Nhân viên,"Chăm Sóc Khách Hàng, Sales Cước Vận Tải Quốc Tế, Transporation, Logistics, Sales",Bất kỳ,Không giới hạn,Bất kỳ,Bất kỳ,Toàn thời gian
Trưởng Phòng Kinh Doanh Chi Nhánh Nghệ An,CÔNG TY CỔ PHẦN TƯ VẤN VÀ ĐẦU TƯ CVT,,10tr-40tr ₫/tháng,2025-09-12,"Mô tả công việc • Lập Kế Hoạch bán hàng và xây dựng Chiến Lược Kinh Doanh, Tìm kiếm và khai thác các cơ hội kinh doanh mới. • Đi thị trường khu vực được giao, Theo dõi và phân tích thị trường, đối thủ cạnh tranh để đưa ra các chiến lược phù hợp mở rộng thị trường, tiếp cận KH. • Đào tạo, phát triển đội nhóm để nâng cao kỹ năng và hiệu suất làm việc. • Xây dựng và duy trì mối quan hệ tốt với khách hàng hiện tại và KH tiềm năng. Giải quyết các vấn đề hoặc khiếu nại của khách hàng. • Quản Lý Quy Trình Bán Hàng: Đảm bảo quy trình bán hàng được thực hiện hiệu quả, từ việc tiếp cận khách hàng đến việc hoàn tất giao dịch. • Báo Cáo và Phân Tích: Cung cấp báo cáo doanh thu cho ban lãnh đạo. Phân tích hiệu quả để đưa ra các điều chỉnh cần thiết. • Đề xuất và thực hiện các cải tiến trong quy trình bán hàng và các chiến lược kinh doanh. • Quản Lý Ngân Sách: Xây dựng ngân sách cho các hoạt động bán hàng và tiếp thị. Quản lý chi phí liên quan đến hoạt động bán hàng và đảm bảo hoạt động trong phạm vi ngân sách đã được phê duyệt. • Phối hợp hoạt động với các phòng ban khác để đạt được mục tiêu chung. Đại diện công ty trong các cuộc họp với khách hàng, đối tác và các sự kiện ngành. • Thực hiện và giám sát các dự án bán hàng đặc biệt, bao gồm các chương trình khuyến mãi và các chiến dịch quảng bá sản phẩm.",,"Các phúc lợi dành cho bạn Thưởng Thưởng nóng, thưởng Tết, lương tháng thứ 13. Chăm sóc sức khoẻ Tham gia bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm tai nạn, hỗ trợ làm chứng từ khấu trừ thuế TNCN theo quy định của Nhà Nước. Nghỉ phép có lương Nghỉ phép 12 ngày/năm và nghỉ Tết Nguyên Đán dài hạn. Hoạt động nhóm Du lịch hoặc Team Building cao cấp cùng công ty ít nhất 1 lần/năm. Căn-tin Ăn trưa và gửi xe miễn phí. Khác Làm việc 05 ngày/tuần. Chính sách phúc lợi tiền mặt và quà tặng vào các dịp lễ, Tết, sinh nhật, hiếu hỉ, thai sản và các chương trình chăm lo cho gia đình nhân viên. Môi trường năng động, hòa đồng.",https://www.vietnamworks.com/truong-phong-kinh-doanh-chi-nhanh-nghe-an-1932718-jv?source=searchResults&searchType=2&placement=1932918&sortBy=date,13/08/2025,Giáo dục/Đào Tạo,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,2,Trung cấp,Không hiển thị,Không hiển thị,Trưởng phòng,"Kinh Doanh, Quản Lý Bán Hàng, Quản Lý Kinh Doanh, Sales, Sales Management",Tiếng Việt,Không hiển thị,Không hiển thị,Không hiển thị,Toàn thời gian
"Trưởng Phòng Kinh Doanh (Lương, Thưởng Hấp Dẫn)",Công ty TNHH Ô tô Bắc Âu Hà Nội - Đại Lý Ô Tô Volvo Hà Nội,Hà Nội,Thương lượng,2025-09-12,"Mô tả công việc - Lập, triển khai & chịu trách nhiệm trước Ban Giám đốc về việc thực hiện kế hoạch, mục tiêu kinh doanh theo phạm vi phụ trách; - Cập nhật, phân tích, tổng hợp và cung cấp kịp thời các thông tin thị trường, các đối thủ cạnh tranh và các chính sách của Nhà nước liên quan đến việc bán hàng để tham mưu cho Ban Giám đốc trong việc đưa ra chính sách bán hàng hiệu quả, phù hợp với từng thời điểm; - Triển khai thực hiện các công việc do Ban giám đốc phân công trong các hoạt động liên quan tới Phòng kinh doanh như: các chương trình tiếp thị, các sự kiện tại phòng trưng bày, lái thử xe, các khoá hướng dẫn sử dụng xe cho khách hàng, làm việc với nhà nhập khẩu, các đối tác, đào tạo nội bộ... hoặc trong việc hỗ trợ với các bộ phận khác ở vị trí tương đương trong các phong trào, hoạt động cần sự phối hợp chung của các bộ phận của Công ty; - Quản lý, giám sát chặt chẽ thông tin khách hàng, đơn hàng, các chỉ tiêu doanh số: xe, phụ kiện, bảo hiểm... của Phòng mình phụ trách; kịp thời đưa ra những biện pháp hỗ trợ hoặc chấn chỉnh trong quá trình thực hiện công việc để hoàn thành các chỉ tiêu được giao. - Trực tiếp tham gia giải quyết các khiếu nại của khách hàng do TVBH Phòng mình phụ trách, đưa ra đề xuất, tham mưu cùng cấp trên giải quyết các khiếu nại, đảm bảo chỉ số hài lòng của khách hàng; - Gương mẫu chấp hành nội quy của Công ty, đồng thời đôn đốc, hướng dẫn các nhân viên trong Phòng chấp hành nghiêm chỉnh các quy định của Công ty; - Thực hiện các công việc khác theo sự phân công của Ban Giám đốc.",,"Các phúc lợi dành cho bạn Thưởng Lương + thưởng theo doanh số hấp dẫn tương xứng năng lực Giải thưởng Cơ hội thăng tiến công việc tốt và phát triển nghề nghiệp Khác Môi trường làm việc chuyên nghiệp, năng động",https://www.vietnamworks.com/truong-phong-kinh-doanh-luong-thuong-hap-dan-1945816-jv?source=searchResults&searchType=2&placement=1946016&sortBy=date,13/08/2025,Ô tô,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,2,Cử nhân,25-35,Không hiển thị,Trưởng phòng,"Kinh Doanh, Sales Management, Sales manager, kinh doanh ô tô, Bán Hàng Ô Tô Quản Lý Đại Lý, Sales manager",Tiếng Việt,Người Việt Nam,Nam,Bất kỳ,Toàn thời gian
Department Manager,Jebsen & Jessen (Vietnam),Hồ Chí Minh,Thương lượng,2025-09-20,"Mô tả công việc • Be responsible for Coating & Resin Department activities, which include sales, marketing, technical service, inventory management, direct expenses control, personnel planning & development in order to ensure the given profit and loss’s target are met. • Plan, organize and control sales operations of Coating & Resin Department products distributed by the Company throughout the Country to achieve sales targets and profitability as well as to ensure meeting the expectations and needs of all customers and principals. • Prepare and recommend yearly sales and expense budgets, direct and control sales activities of the Coating & Resin Department, in order to achieve sales and collection targets within planned budget. • Develop effective marketing plans and strategies based on RBU/BL/country strategy maps and carry out market research to extend for new market segments/new products. • Manage & monitor the department’s P&L to achieve budgeted sales, profit objectives and contribution margins as per given. • Implement marketing plans and strategies through sales team and review from time to time so as to achieve sales targets for each product agency. • Conduct sales meetings regularly with all sales personnel to review and analyze sales performance of products and discuss stock positions and aging in order to monitor of sales forces & available goods. • Train, develop, supervise, motivate and lead sales team to equip them with sound product knowledge, systems, strategy and selling skills to ensure effective implementation of the RBU/company/department strategy in order to derive optimal performance.",,"Các phúc lợi dành cho bạn Thưởng Annual performance bonus, quarterly sales commission, 13th month bonus, annual leave (14 days per year) will be increased based on your seniority up to 21 days. Đào tạo Good training program for personal & professional development. Hoạt động nhóm Annual company trip, oversea training/meeting. Work in professional and dynamic environment",https://www.vietnamworks.com/department-manager--1949083-jv?source=searchResults&searchType=2&placement=1949283&sortBy=date,21/08/2025,Hoá chất/Hoá sinh,Kinh Doanh > Bán Hàng/Phát Triển Kinh Doanh,10,Cử nhân,Không hiển thị,1,Trưởng phòng,"Market Knowledge, Performance Management",Tiếng Anh,Người Việt Nam,Bất kỳ,Bất kỳ,Toàn thời gian
